CustomerID,R,F,M,R-Score,F-Score,M-Score,RFM-Score,RFM-Level,R-log,F-log,M-log,labels
12397.0,36.0,2,2409.9000000000005,3,2,4,324,3,3.58351893845611,0.6931471805599453,7.787340531847876,4
12398.0,46.0,1,1635.6599999999999,3,1,3,313,2,3.828641396489095,0.0,7.39980167160342,6
12399.0,119.0,4,1108.65,2,3,3,233,2,4.77912349311153,1.3862943611198906,7.010898337899006,6
12401.0,303.0,1,84.3,1,1,1,111,1,5.713732805509369,0.0,4.4343818650078095,0
12402.0,323.0,1,225.6,1,1,1,111,1,5.777652323222656,0.0,5.418763519623904,0
12403.0,50.0,1,427.7,3,1,2,312,2,3.912023005428146,0.0,6.058422015232863,3
12405.0,149.0,1,1710.3900000000006,1,1,4,114,1,5.003946305945459,0.0,7.444476693668096,6
12406.0,22.0,2,3415.300000000001,3,2,4,324,3,3.091042453358316,0.6931471805599453,8.136020615877106,2
12407.0,50.0,5,1708.1199999999997,3,3,4,334,3,3.912023005428146,1.6094379124341003,7.443148629491806,2
12408.0,33.0,5,2888.5500000000006,3,3,4,334,3,3.4965075614664802,1.6094379124341003,7.968509925094007,2
12409.0,79.0,3,11072.670000000002,2,3,4,234,2,4.3694478524670215,1.0986122886681098,9.312235189032393,2
12410.0,309.0,2,693.3299999999999,1,2,3,123,1,5.733341276897746,0.6931471805599453,6.541506076323389,6
12412.0,75.0,3,1226.8799999999999,2,3,3,233,2,4.31748811353631,1.0986122886681098,7.112229640417225,6
12413.0,67.0,3,758.0999999999999,2,3,3,233,2,4.204692619390966,1.0986122886681098,6.630815303062258,6
12414.0,217.0,3,562.41,1,3,2,132,1,5.37989735354046,1.0986122886681098,6.33223112127721,6
12415.0,24.0,21,124914.52999999975,3,4,4,344,3,3.1780538303479458,3.044522437723423,11.735385022413954,5
12417.0,3.0,9,3649.1,4,4,4,444,1,1.0986122886681098,2.1972245773362196,8.202235840829374,5
12418.0,113.0,1,668.5799999999997,2,1,3,213,1,4.727387818712341,0.0,6.5051560602870175,6
12420.0,64.0,1,600.3900000000001,2,1,2,212,1,4.1588830833596715,0.0,6.3975794440576434,3
12421.0,16.0,4,807.0400000000002,4,3,3,433,4,2.772588722239781,1.3862943611198906,6.693373233336501,4
12422.0,96.0,3,803.5599999999998,2,3,3,233,2,4.564348191467836,1.0986122886681098,6.689051855693949,6
12423.0,1.0,8,1859.3100000000002,4,4,4,444,1,0.0,2.0794415416798357,7.527960730139757,1
12424.0,163.0,2,1760.9599999999998,1,2,4,124,1,5.093750200806762,0.6931471805599453,7.473614393871394,6
12425.0,78.0,1,777.1999999999999,2,1,3,213,1,4.356708826689592,0.0,6.655697717503285,6
12426.0,195.0,1,582.7299999999999,1,1,2,112,1,5.272999558563747,0.0,6.3677239572926005,0
12427.0,22.0,3,825.8000000000002,3,3,3,333,3,3.091042453358316,1.0986122886681098,6.71635261345199,4
12428.0,26.0,9,7956.460000000004,3,4,4,344,3,3.258096538021482,2.1972245773362196,8.981739456301462,2
12429.0,9.0,4,3750.400000000001,4,3,4,434,4,2.1972245773362196,1.3862943611198906,8.22961777994264,2
12430.0,43.0,1,256.4,3,1,1,311,2,3.7612001156935624,0.0,5.546738725046515,3
12431.0,36.0,15,6419.949999999999,3,4,4,344,3,3.58351893845611,2.70805020110221,8.767165608491686,2
12432.0,43.0,5,5059.3200000000015,3,3,4,334,3,3.7612001156935624,1.6094379124341003,8.528987365898944,2
12433.0,1.0,7,13375.869999999992,4,4,4,444,1,0.0,1.9459101490553132,9.501207616377732,5
12434.0,85.0,2,806.14,2,2,3,223,2,4.442651256490317,0.6931471805599453,6.692257424693476,6
12435.0,80.0,2,7829.889999999998,2,2,4,224,2,4.382026634673881,0.6931471805599453,8.965703740354877,2
12436.0,100.0,1,509.01000000000005,2,1,2,212,1,4.605170185988092,0.0,6.232467662722958,6
12437.0,2.0,18,4951.409999999997,4,4,4,444,1,0.6931471805599453,2.8903717578961645,8.507427663485956,5
12438.0,14.0,2,2906.8500000000004,4,2,4,424,3,2.6390573296152584,0.6931471805599453,7.974825299640369,4
12441.0,367.0,1,173.55,1,1,1,111,1,5.905361848054571,0.0,5.1564657423077955,0
12442.0,3.0,1,172.06,4,1,1,411,3,1.0986122886681098,0.0,5.147843253193202,1
12444.0,21.0,5,5005.46,3,3,4,334,3,3.044522437723423,1.6094379124341003,8.518284595617938,2
12445.0,22.0,1,133.4,3,1,1,311,2,3.091042453358316,0.0,4.893352133481524,3
12446.0,58.0,1,1002.3099999999998,2,1,3,213,1,4.060443010546419,0.0,6.910062615033828,6
12447.0,243.0,1,476.49,1,1,2,112,1,5.493061443340548,0.0,6.166446736515173,0
12448.0,44.0,1,449.4500000000001,3,1,2,312,2,3.784189633918261,0.0,6.108024613019409,3
12449.0,22.0,4,4067.2900000000013,3,3,4,334,3,3.091042453358316,1.3862943611198906,8.310732208995786,2
12450.0,156.0,2,197.88,1,2,1,121,1,5.049856007249537,0.6931471805599453,5.287660786359508,0
12451.0,11.0,5,9035.519999999999,4,3,4,434,4,2.3978952727983707,1.6094379124341003,9.108918755326998,2
12452.0,17.0,2,430.57000000000005,4,2,2,422,3,2.833213344056216,0.6931471805599453,6.065109912275591,4
12453.0,134.0,1,707.0899999999999,2,1,3,213,1,4.897839799950911,0.0,6.561157956238944,6
12454.0,56.0,1,3528.34,2,1,4,214,1,4.02535169073515,0.0,8.168582784365297,6
12455.0,73.0,6,2466.859999999997,2,4,4,244,2,4.290459441148391,1.791759469228055,7.810701365831104,2
12456.0,44.0,3,3181.039999999998,3,3,4,334,3,3.784189633918261,1.0986122886681098,8.06496346633214,2
12457.0,66.0,7,2363.2299999999996,2,4,4,244,2,4.189654742026425,1.9459101490553132,7.767784606347859,2
12458.0,71.0,2,947.4000000000001,2,2,3,223,2,4.2626798770413155,0.6931471805599453,6.8537213904896515,6
12461.0,94.0,2,826.8800000000001,2,2,3,223,2,4.543294782270004,0.6931471805599453,6.717659581714128,6
12462.0,19.0,2,1189.5900000000001,3,2,3,323,3,2.9444389791664403,0.6931471805599453,7.08136398892366,4
12463.0,53.0,4,1344.7799999999997,2,3,3,233,2,3.970291913552122,1.3862943611198906,7.203985709883875,4
12464.0,10.0,8,1212.0499999999997,4,4,3,443,4,2.302585092994046,2.0794415416798357,7.100068419903744,1
12465.0,17.0,2,742.1900000000002,4,2,3,423,3,2.833213344056216,0.6931471805599453,6.60960527507844,4
12468.0,188.0,2,729.54,1,2,3,123,1,5.236441962829949,0.6931471805599453,6.592414198536382,6
12471.0,2.0,30,19788.649999999947,4,4,4,444,1,0.6931471805599453,3.4011973816621555,9.89286381999893,5
12472.0,32.0,7,6572.110000000003,3,4,4,344,3,3.4657359027997265,1.9459101490553132,8.79059021669207,2
12473.0,29.0,5,3928.05,3,3,4,334,3,3.367295829986474,1.6094379124341003,8.275898398517578,2
12474.0,17.0,18,7324.089999999998,4,4,4,444,1,2.833213344056216,2.8903717578961645,8.898924194085913,2
12475.0,54.0,1,723.38,2,1,3,213,1,3.9889840465642745,0.0,6.583934671914352,6
12476.0,16.0,11,6816.420000000005,4,4,4,444,1,2.772588722239781,2.3978952727983707,8.827089686329046,2
12477.0,23.0,6,13219.73999999999,3,4,4,344,3,3.1354942159291497,1.791759469228055,9.489466446041321,2
12478.0,4.0,1,680.9900000000002,4,1,3,413,3,1.3862943611198906,0.0,6.5235476217538855,1
12479.0,11.0,1,527.2,4,1,2,412,3,2.3978952727983707,0.0,6.2675799831882975,4
12480.0,28.0,4,3281.6300000000015,3,3,4,334,3,3.332204510175204,1.3862943611198906,8.096095529158339,2
12481.0,23.0,10,5579.820000000002,3,4,4,344,3,3.1354942159291497,2.302585092994046,8.626911796790539,2
12483.0,17.0,8,2484.980000000001,4,4,4,444,1,2.833213344056216,2.0794415416798357,7.818019890208603,2
12484.0,33.0,6,4527.3200000000015,3,4,4,344,3,3.4965075614664802,1.791759469228055,8.417885431926928,2
12488.0,10.0,3,1298.6599999999999,4,3,3,433,4,2.302585092994046,1.0986122886681098,7.169088242610914,4
12489.0,336.0,1,334.92999999999995,1,1,2,112,1,5.817111159963204,0.0,5.813921554767001,0
12490.0,5.0,10,5417.9299999999985,4,4,4,444,1,1.6094379124341003,2.302585092994046,8.597469102664936,5
12491.0,39.0,1,460.4000000000001,3,1,2,312,2,3.6635616461296463,0.0,6.132095676847728,3
12492.0,63.0,2,263.21,2,2,1,221,1,4.143134726391533,0.6931471805599453,5.5729521926503836,3
12493.0,166.0,2,433.74,1,2,2,122,1,5.111987788356544,0.6931471805599453,6.072445276240261,6
12494.0,16.0,7,1246.1000000000006,4,4,3,443,4,2.772588722239781,1.9459101490553132,7.127773952948822,4
12497.0,82.0,1,1043.1,2,1,3,213,1,4.406719247264253,0.0,6.949952327681926,6
12498.0,21.0,3,403.7,3,3,2,332,3,3.044522437723423,1.0986122886681098,6.000672027858895,4
12500.0,23.0,11,4257.820000000001,3,4,4,344,3,3.1354942159291497,2.3978952727983707,8.356512571192102,2
12501.0,337.0,1,2169.3899999999994,1,1,4,114,1,5.820082930352362,0.0,7.682201301026026,6
12502.0,96.0,5,3723.87,2,3,4,234,2,4.564348191467836,1.6094379124341003,8.222518729087312,2
12504.0,18.0,2,482.04999999999995,4,2,2,422,3,2.8903717578961645,0.6931471805599453,6.178047843110389,4
12506.0,233.0,1,73.50000000000003,1,1,1,111,1,5.4510384535657,0.0,4.2972854062187915,0
12507.0,134.0,3,1304.81,2,3,3,233,2,4.897839799950911,1.0986122886681098,7.173812715287245,6
12508.0,26.0,2,397.88000000000005,3,2,2,322,3,3.258096538021482,0.6931471805599453,5.986150452284213,3
12509.0,284.0,1,176.5,1,1,1,111,1,5.648974238161206,0.0,5.173320876373351,0
12510.0,143.0,2,982.57,1,2,3,123,1,4.962844630259907,0.6931471805599453,6.89017158802482,6
12512.0,66.0,2,132.18000000000006,2,2,1,221,1,4.189654742026425,0.6931471805599453,4.884164630042307,3
12513.0,113.0,1,612.2900000000001,2,1,2,212,1,4.727387818712341,0.0,6.417206026487077,6
12514.0,267.0,1,1017.6800000000002,1,1,3,113,1,5.58724865840025,0.0,6.925280805847955,6
12515.0,353.0,1,383.7,1,1,2,112,1,5.8664680569332965,0.0,5.949860997252907,0
12516.0,78.0,2,1312.06,2,2,3,223,2,4.356708826689592,0.6931471805599453,7.179353700165689,6
12517.0,28.0,5,2481.5999999999995,3,3,4,334,3,3.332204510175204,1.6094379124341003,7.816658792422274,2
12518.0,1.0,5,2056.8899999999994,4,3,4,434,4,0.0,1.6094379124341003,7.62895041228724,1
12519.0,64.0,1,330.84,2,1,2,212,1,4.1588830833596715,0.0,5.801634874823706,3
12520.0,79.0,5,2634.26,2,3,4,234,2,4.3694478524670215,1.6094379124341003,7.876357586619343,2
12521.0,143.0,1,599.6800000000001,1,1,2,112,1,4.962844630259907,0.0,6.396396179610003,6
12522.0,39.0,2,192.72000000000003,3,2,1,321,2,3.6635616461296463,0.6931471805599453,5.261238358306616,3
12523.0,19.0,11,1789.7700000000007,3,4,4,344,3,2.9444389791664403,2.3978952727983707,7.489842398958934,2
12524.0,9.0,8,4485.719999999999,4,4,4,444,1,2.1972245773362196,2.0794415416798357,8.40865429672557,2
12526.0,1.0,3,1316.6600000000005,4,3,3,433,4,0.0,1.0986122886681098,7.1828535059231005,1
12527.0,82.0,3,348.71000000000004,2,3,2,232,2,4.406719247264253,1.0986122886681098,5.85424063121706,6
12528.0,9.0,6,1933.4800000000007,4,4,4,444,1,2.1972245773362196,1.791759469228055,7.567076767057985,1
12530.0,60.0,4,1662.2799999999993,2,3,4,234,2,4.0943445622221,1.3862943611198906,7.415945432946445,6
12531.0,15.0,1,125.22,4,1,1,411,3,2.70805020110221,0.0,4.830072190317164,3
12532.0,30.0,1,349.83,3,1,2,312,2,3.4011973816621555,0.0,5.857447322200351,3
12534.0,131.0,1,1089.18,2,1,3,213,1,4.875197323201151,0.0,6.993180398530395,6
12535.0,92.0,2,716.3500000000001,2,2,3,223,2,4.5217885770490405,0.6931471805599453,6.574168874339382,6
12536.0,43.0,3,12601.830000000005,3,3,4,334,3,3.7612001156935624,1.0986122886681098,9.441597320488777,2
12538.0,29.0,1,363.95,3,1,2,312,2,3.367295829986474,0.0,5.897016495564267,3
12539.0,22.0,4,5568.349999999995,3,3,4,334,3,3.091042453358316,1.3862943611198906,8.624854059234101,2
12540.0,20.0,17,13400.23999999999,3,4,4,344,3,2.995732273553991,2.833213344056216,9.503027896226373,2
12541.0,30.0,3,981.1800000000002,3,3,3,333,3,3.4011973816621555,1.0986122886681098,6.888755928972355,4
12544.0,36.0,1,372.7,3,1,2,312,2,3.58351893845611,0.0,5.9207738064852125,3
12545.0,75.0,2,1000.3899999999999,2,2,3,223,2,4.31748811353631,0.6931471805599453,6.908145202951904,6
12546.0,47.0,2,1161.5,3,2,3,323,3,3.8501476017100584,0.6931471805599453,7.057467552210464,4
12547.0,198.0,2,207.8,1,2,1,121,1,5.288267030694535,0.6931471805599453,5.336576078665127,0
12548.0,166.0,1,95.19999999999999,1,1,1,111,1,5.111987788356544,0.0,4.55597994179732,0
12550.0,79.0,1,964.8299999999994,2,1,3,213,1,4.3694478524670215,0.0,6.871951920016858,6
12551.0,358.0,1,168.0,1,1,1,111,1,5.8805329864007,0.0,5.123963979403259,0
12552.0,39.0,2,437.81999999999994,3,2,2,322,3,3.6635616461296463,0.6931471805599453,6.081807867005583,3
12553.0,8.0,10,3692.280000000001,4,4,4,444,1,2.0794415416798357,2.302585092994046,8.213999432400366,2
12556.0,50.0,2,599.5599999999997,3,2,2,322,3,3.912023005428146,0.6931471805599453,6.396196052862394,4
12557.0,16.0,5,11990.96,4,3,4,434,4,2.772588722239781,1.6094379124341003,9.391908311538659,2
12558.0,8.0,1,269.96000000000004,4,1,1,411,3,2.0794415416798357,0.0,5.598273799875206,3
12559.0,311.0,2,561.7099999999999,1,2,2,122,1,5.739792912179234,0.6931471805599453,6.330985702477653,6
12560.0,5.0,3,2134.01,4,3,4,434,4,1.6094379124341003,1.0986122886681098,7.665758117886333,1
12561.0,303.0,1,238.85,1,1,1,111,1,5.713732805509369,0.0,5.475835739835971,0
12562.0,8.0,7,3781.7400000000025,4,4,4,444,1,2.0794415416798357,1.9459101490553132,8.23793950016037,2
12564.0,261.0,1,456.9000000000001,1,1,2,112,1,5.564520407322694,0.0,6.124464548569226,0
12565.0,289.0,1,145.92,1,1,1,111,1,5.666426688112432,0.0,4.983058526326021,0
12566.0,86.0,1,351.65000000000003,2,1,2,212,1,4.454347296253507,0.0,5.862636362754027,3
12567.0,23.0,10,9401.279999999993,3,4,4,344,3,3.1354942159291497,2.302585092994046,9.14860112920054,2
12569.0,2.0,32,4106.69,4,4,4,444,1,0.6931471805599453,3.4657359027997265,8.320372630221442,5
12571.0,40.0,2,519.6099999999999,3,2,2,322,3,3.6888794541139363,0.6931471805599453,6.2530785301847684,4
12572.0,9.0,2,1020.4200000000003,4,2,3,423,3,2.1972245773362196,0.6931471805599453,6.927969586232377,4
12573.0,227.0,1,160.54,1,1,1,111,1,5.424950017481403,0.0,5.078543132703431,0
12574.0,316.0,1,218.45000000000002,1,1,1,111,1,5.755742213586912,0.0,5.386557155397445,0
12576.0,36.0,5,1315.8299999999997,3,3,3,333,3,3.58351893845611,1.6094379124341003,7.1822229242095865,4
12577.0,35.0,3,626.6000000000003,3,3,2,332,3,3.5553480614894135,1.0986122886681098,6.4403083785180915,4
12578.0,21.0,2,2794.5099999999993,3,2,4,324,3,3.044522437723423,0.6931471805599453,7.9354120571610345,2
12579.0,78.0,1,440.41999999999996,2,1,2,212,1,4.356708826689592,0.0,6.087728817078046,3
12580.0,247.0,1,415.7,1,1,2,112,1,5.5093883366279774,0.0,6.029963846258592,0
12581.0,40.0,1,197.70999999999998,3,1,1,311,2,3.6888794541139363,0.0,5.286801310586789,3
12582.0,239.0,2,511.3599999999999,1,2,2,122,1,5.476463551931511,0.6931471805599453,6.237073843137855,6
12583.0,3.0,15,7281.379999999993,4,4,4,444,1,1.0986122886681098,2.70805020110221,8.89307568366598,5
12584.0,4.0,9,2338.1499999999996,4,4,4,444,1,1.3862943611198906,2.1972245773362196,7.7571152973735025,1
12585.0,234.0,2,2040.099999999999,1,2,4,124,1,5.455321115357702,0.6931471805599453,7.620754105244683,6
12586.0,17.0,1,196.94,4,1,1,411,3,2.833213344056216,0.0,5.282899113819656,3
12587.0,8.0,1,144.0,4,1,1,411,3,2.0794415416798357,0.0,4.969813299576001,3
12588.0,39.0,1,214.9,3,1,1,311,2,3.6635616461296463,0.0,5.370172803648464,3
12589.0,29.0,2,646.6800000000001,3,2,2,322,3,3.367295829986474,0.6931471805599453,6.4718515817334055,4
12590.0,211.0,2,9864.260000000004,1,2,4,124,1,5.351858133476067,0.6931471805599453,9.196673402972065,6
12591.0,317.0,1,452.84999999999985,1,1,2,112,1,5.75890177387728,0.0,6.115560944820957,0
12592.0,92.0,2,437.59999999999997,2,2,2,222,2,4.5217885770490405,0.6931471805599453,6.081305251107771,6
12593.0,109.0,3,418.09999999999997,2,3,2,232,2,4.6913478822291435,1.0986122886681098,6.035720638362519,6
12594.0,38.0,10,3338.2199999999984,3,4,4,344,3,3.6375861597263857,2.302585092994046,8.11319300977914,2
12596.0,51.0,2,618.27,3,2,2,322,3,3.9318256327243257,0.6931471805599453,6.426925255251526,6
12597.0,19.0,4,3811.2200000000016,3,3,4,334,3,2.9444389791664403,1.3862943611198906,8.245704626838227,2
12598.0,10.0,8,3023.079999999999,4,4,4,444,1,2.302585092994046,2.0794415416798357,8.014031458207002,2
12599.0,29.0,7,1032.5800000000006,3,4,3,343,3,3.367295829986474,1.9459101490553132,6.939815803673819,4
12600.0,29.0,10,2599.0400000000004,3,4,4,344,3,3.367295829986474,2.302585092994046,7.862897425057878,2
12601.0,190.0,5,577.0600000000001,1,3,2,132,1,5.247024072160486,1.6094379124341003,6.3579462472370984,6
12602.0,59.0,1,153.12000000000003,2,1,1,211,1,4.07753744390572,0.0,5.031221927704644,3
12603.0,22.0,1,739.1999999999999,3,1,3,313,2,3.091042453358316,0.0,6.605568520327474,4
12604.0,79.0,2,254.17999999999995,2,2,1,221,1,4.3694478524670215,0.6931471805599453,5.538042677453924,3
12607.0,60.0,1,1579.51,2,1,3,213,1,4.0943445622221,0.0,7.364869951339541,6
12609.0,78.0,3,1126.8500000000001,2,3,3,233,2,4.356708826689592,1.0986122886681098,7.027181408464675,6
12610.0,23.0,5,2099.540000000001,3,3,4,334,3,3.1354942159291497,1.6094379124341003,7.6494735520980335,2
12611.0,52.0,1,1193.32,2,1,3,213,1,3.9512437185814275,0.0,7.084494617479859,6
12612.0,74.0,1,704.0400000000001,2,1,3,213,1,4.30406509320417,0.0,6.556835172725769,6
12613.0,57.0,5,3344.3799999999983,2,3,4,234,2,4.04305126783455,1.6094379124341003,8.115036604112106,2
12614.0,278.0,1,315.59999999999997,1,1,2,112,1,5.627621113690637,0.0,5.754475588971719,0
12615.0,2.0,4,2291.1900000000005,4,3,4,434,4,0.6931471805599453,1.3862943611198906,7.7368266122316625,1
12616.0,95.0,2,713.3,2,2,3,223,2,4.553876891600541,0.6931471805599453,6.5699020892839926,6
12617.0,29.0,1,352.9800000000002,3,1,2,312,2,3.367295829986474,0.0,5.86641139810442,3
12618.0,22.0,1,177.31,3,1,1,311,2,3.091042453358316,0.0,5.177899613068897,3
12619.0,16.0,9,3641.2400000000002,4,4,4,444,1,2.772588722239781,2.1972245773362196,8.200079561960226,2
12620.0,15.0,3,1339.4099999999999,4,3,3,433,4,2.70805020110221,1.0986122886681098,7.199984497477645,4
12621.0,2.0,20,13689.67,4,4,4,444,1,0.6931471805599453,2.995732273553991,9.524396812805692,5
12622.0,232.0,1,180.09999999999997,1,1,1,111,1,5.44673737166631,0.0,5.19351225218191,0
12623.0,276.0,1,305.1,1,1,1,111,1,5.62040086571715,0.0,5.720639591722624,0
12624.0,106.0,2,641.1300000000001,2,2,2,222,2,4.663439094112067,0.6931471805599453,6.46323224447021,6
12625.0,212.0,2,2683.8199999999997,1,2,4,124,1,5.356586274672012,0.6931471805599453,7.8949964317592185,6
12626.0,23.0,9,6620.479999999998,3,4,4,344,3,3.1354942159291497,2.1972245773362196,8.797923153855377,2
12627.0,11.0,7,4478.53,4,4,4,444,1,2.3978952727983707,1.9459101490553132,8.407050146564243,2
12628.0,4.0,3,786.4599999999998,4,3,3,433,4,1.3862943611198906,1.0986122886681098,6.667541862972332,1
12630.0,10.0,2,1270.8799999999999,4,2,3,423,3,2.302585092994046,0.6931471805599453,7.147464852884822,4
12631.0,57.0,1,640.5000000000002,2,1,2,212,1,4.04305126783455,0.0,6.462249121336789,3
12633.0,59.0,4,2163.9799999999996,2,3,4,234,2,4.07753744390572,1.3862943611198906,7.679704397779486,2
12635.0,90.0,2,1689.18,2,2,4,224,2,4.499809670330265,0.6931471805599453,7.431998483065471,6
12637.0,67.0,8,6002.9000000000015,2,4,4,244,2,4.204692619390966,2.0794415416798357,8.699997964775594,2
12638.0,33.0,1,671.69,3,1,3,313,2,3.4965075614664802,0.0,6.509796924563367,3
12639.0,239.0,1,486.1,1,1,2,112,1,5.476463551931511,0.0,6.1864143640514095,0
12640.0,24.0,3,1174.58,3,3,3,333,3,3.1780538303479458,1.0986122886681098,7.068665915870411,4
12641.0,115.0,1,185.9,2,1,1,211,1,4.74493212836325,0.0,5.225208894727398,0
12642.0,25.0,3,1013.26,3,3,3,333,3,3.2188758248682006,1.0986122886681098,6.920928134692384,4
12643.0,128.0,6,3344.6400000000003,2,4,4,244,2,4.852030263919617,1.791759469228055,8.115114343452138,2
12644.0,130.0,1,477.9100000000001,2,1,2,212,1,4.867534450455582,0.0,6.169422430244873,0
12645.0,34.0,4,1775.1800000000005,3,3,4,334,3,3.5263605246161616,1.3862943611198906,7.481657105218732,2
12646.0,5.0,2,1346.9700000000003,4,2,3,423,3,1.6094379124341003,0.6931471805599453,7.205612904447424,1
12647.0,22.0,12,3722.820000000001,3,4,4,344,3,3.091042453358316,2.4849066497880004,8.222236724597543,2
12648.0,155.0,1,318.05,1,1,2,112,1,5.043425116919247,0.0,5.762208603124813,0
12649.0,107.0,3,623.5099999999999,2,3,2,232,2,4.672828834461906,1.0986122886681098,6.435364803483857,6
12650.0,3.0,1,314.44,4,1,2,412,3,1.0986122886681098,0.0,5.750793278925555,1
12651.0,335.0,1,114.00000000000003,1,1,1,111,1,5.814130531825066,0.0,4.736198448394496,0
12652.0,331.0,1,919.9799999999998,1,1,3,113,1,5.802118375377063,0.0,6.824351930676353,6
12653.0,149.0,2,2209.8500000000004,1,2,4,124,1,5.003946305945459,0.6931471805599453,7.700679918905134,6
12654.0,11.0,5,601.98,4,3,2,432,3,2.3978952727983707,1.6094379124341003,6.400224222165576,4
12656.0,17.0,5,4051.170000000002,4,3,4,434,4,2.833213344056216,1.6094379124341003,8.306761007269113,2
12657.0,11.0,4,1643.18,4,3,3,433,4,2.3978952727983707,1.3862943611198906,7.404388667727291,4
12658.0,19.0,1,686.0500000000001,3,1,3,313,2,2.9444389791664403,0.0,6.530950511367184,4
12659.0,30.0,1,91.68,3,1,1,311,2,3.4011973816621555,0.0,4.51830425296643,3
12660.0,11.0,1,245.10000000000002,4,1,1,411,3,2.3978952727983707,0.0,5.501666290534067,3
